Date,Open,High,Low,Close,Adj Close,Volume,Returns
1/3/2005,1211.920044,1217.800049,1200.319946,1202.079956,1202.079956,1510800000,
1/4/2005,1202.079956,1205.839966,1185.390015,1188.050049,1188.050049,1721000000,-0.00811942
1/5/2005,1188.050049,1192.72998,1183.719971,1183.73999,1183.73999,1738900000,-0.019696015
1/6/2005,1183.73999,1191.630005,1183.27002,1187.890015,1187.890015,1569100000,-0.023252404
1/7/2005,1187.890015,1192.199951,1182.160034,1186.189941,1186.189941,1477900000,-0.019828065
1/10/2005,1186.189941,1194.780029,1184.800049,1190.25,1190.25,1490400000,-0.021230859
1/11/2005,1190.25,1190.25,1180.430054,1182.98999,1182.98999,1488800000,-0.017880754
1/12/2005,1182.98999,1187.920044,1175.640015,1187.699951,1187.699951,1562100000,-0.023871256
1/13/2005,1187.699951,1187.699951,1175.810059,1177.449951,1177.449951,1510300000,-0.019984893
1/14/2005,1177.449951,1185.209961,1177.449951,1184.52002,1184.52002,1335400000,-0.028442547
1/18/2005,1184.52002,1195.97998,1180.099976,1195.97998,1195.97998,1596800000,-0.022608772
1/19/2005,1195.97998,1195.97998,1184.410034,1184.630005,1184.630005,1498700000,-0.013152736
1/20/2005,1184.630005,1184.630005,1173.420044,1175.410034,1175.410034,1692000000,-0.022518019
1/21/2005,1175.410034,1179.449951,1167.819946,1167.869995,1167.869995,1643500000,-0.030125758
1/24/2005,1167.869995,1173.030029,1163.75,1163.75,1163.75,1494600000,-0.036347323
1/25/2005,1163.75,1174.300049,1163.75,1168.410034,1168.410034,1610400000,-0.039746883
1/26/2005,1168.410034,1175.959961,1168.410034,1174.069946,1174.069946,1635900000,-0.035901717
1/27/2005,1174.069946,1177.5,1170.150024,1174.550049,1174.550049,1600600000,-0.031231514
1/28/2005,1174.550049,1175.609985,1166.25,1171.359985,1171.359985,1641800000,-0.030835363
1/31/2005,1171.359985,1182.069946,1171.359985,1181.27002,1181.27002,1679800000,-0.033467603
2/1/2005,1181.27002,1190.390015,1180.949951,1189.410034,1189.410034,1681980000,-0.025290467
2/2/2005,1189.410034,1195.25,1188.920044,1193.189941,1193.189941,1561740000,-0.018573841
2/3/2005,1193.189941,1193.189941,1185.640015,1189.890015,1189.890015,1554460000,-0.0154549
2/4/2005,1189.890015,1203.469971,1189.670044,1203.030029,1203.030029,1648160000,-0.018177791
2/7/2005,1203.030029,1204.150024,1199.27002,1201.719971,1201.719971,1347270000,-0.00733548
2/8/2005,1201.719971,1205.109985,1200.160034,1202.300049,1202.300049,1416170000,-0.008416457
2/9/2005,1202.300049,1203.829956,1191.540039,1191.98999,1191.98999,1511040000,-0.007937813
2/10/2005,1191.98999,1198.75,1191.540039,1197.01001,1197.01001,1491670000,-0.016445024
2/11/2005,1197.01001,1208.380005,1193.280029,1205.300049,1205.300049,1562300000,-0.01230282
2/14/2005,1205.300049,1206.930054,1203.589966,1206.140015,1206.140015,1290180000,-0.005462402
2/15/2005,1206.140015,1212.439941,1205.52002,1210.119995,1210.119995,1527080000,-0.004769315
2/16/2005,1210.119995,1212.439941,1205.060059,1210.339966,1210.339966,1490100000,-0.001485287
2/17/2005,1210.339966,1211.329956,1200.73999,1200.75,1200.75,1580120000,-0.001303781
2/18/2005,1200.75,1202.920044,1197.349976,1201.589966,1201.589966,1551200000,-0.009216816
2/22/2005,1201.589966,1202.47998,1184.160034,1184.160034,1184.160034,1744940000,-0.008523729
2/23/2005,1184.160034,1193.52002,1184.160034,1190.800049,1190.800049,1501090000,-0.02290581
2/24/2005,1190.800049,1200.420044,1187.800049,1200.199951,1200.199951,1518750000,-0.017426888
2/25/2005,1200.199951,1212.150024,1199.609985,1211.369995,1211.369995,1523680000,-0.009670682
2/28/2005,1211.369995,1211.369995,1198.130005,1203.599976,1203.599976,1795480000,-0.000453866
3/1/2005,1203.599976,1212.25,1203.599976,1210.410034,1210.410034,1708060000,-0.006865195
3/2/2005,1210.410034,1215.790039,1204.219971,1210.079956,1210.079956,1568540000,-0.001245965
3/3/2005,1210.079956,1215.719971,1204.449951,1210.469971,1210.469971,1616240000,-0.001518325
3/4/2005,1210.469971,1224.76001,1210.469971,1222.119995,1222.119995,1636820000,-0.001196509
3/7/2005,1222.119995,1229.109985,1222.119995,1225.310059,1225.310059,1488830000,0.008416356
3/8/2005,1225.310059,1225.689941,1218.569946,1219.430054,1219.430054,1523090000,0.011048596
3/9/2005,1219.430054,1219.430054,1206.660034,1207.01001,1207.01001,1704970000,0.006196787
3/10/2005,1207.01001,1211.22998,1201.410034,1209.25,1209.25,1604020000,-0.00405145
3/11/2005,1209.25,1213.040039,1198.150024,1200.079956,1200.079956,1449820000,-0.002203152
3/14/2005,1200.079956,1206.829956,1199.51001,1206.829956,1206.829956,1437430000,-0.009769694
3/15/2005,1206.829956,1210.540039,1197.75,1197.75,1197.75,1513530000,-0.00420002
3/16/2005,1197.75,1197.75,1185.609985,1188.069946,1188.069946,1653190000,-0.011692227
3/17/2005,1188.069946,1193.280029,1186.339966,1190.209961,1190.209961,1581930000,-0.019679597
3/18/2005,1190.209961,1191.97998,1182.780029,1189.650024,1189.650024,2344370000,-0.017913792
3/21/2005,1189.650024,1189.650024,1178.819946,1183.780029,1183.780029,1819440000,-0.018375816
3/22/2005,1183.780029,1189.589966,1171.630005,1171.709961,1171.709961,2114470000,-0.023219366
3/23/2005,1171.709961,1176.26001,1168.699951,1172.530029,1172.530029,2246870000,-0.033178825
3/24/2005,1172.530029,1180.109985,1171.420044,1171.420044,1171.420044,1721720000,-0.032502157
3/28/2005,1171.420044,1179.910034,1171.420044,1174.280029,1174.280029,1746220000,-0.033418046
3/29/2005,1174.280029,1179.390015,1163.689941,1165.359985,1165.359985,2223250000,-0.031058167
3/30/2005,1165.359985,1181.540039,1165.359985,1181.410034,1181.410034,2097110000,-0.038418425
3/31/2005,1181.410034,1184.530029,1179.48999,1180.589966,1180.589966,2214230000,-0.025174936
4/1/2005,1180.589966,1189.800049,1169.910034,1172.920044,1172.920044,2168690000,-0.025851605
4/4/2005,1172.790039,1178.609985,1167.719971,1176.119995,1176.119995,2079770000,-0.032287613
4/5/2005,1176.119995,1183.560059,1176.119995,1181.390015,1181.390015,1870800000,-0.029539943
4/6/2005,1181.390015,1189.339966,1181.390015,1184.069946,1184.069946,1797400000,-0.025191455
4/7/2005,1184.069946,1191.880005,1183.810059,1191.140015,1191.140015,1900620000,-0.022980145
4/8/2005,1191.140015,1191.75,1181.130005,1181.199951,1181.199951,1661330000,-0.01714637
4/11/2005,1181.199951,1184.069946,1178.689941,1181.209961,1181.209961,1525310000,-0.025348284
4/12/2005,1181.209961,1190.170044,1170.849976,1187.76001,1187.76001,1979830000,-0.025340024
4/13/2005,1187.76001,1187.76001,1171.400024,1173.790039,1173.790039,2049740000,-0.019935337
4/14/2005,1173.790039,1174.670044,1161.699951,1162.050049,1162.050049,2355040000,-0.031462476
4/15/2005,1162.050049,1162.050049,1141.920044,1142.619995,1142.619995,2689960000,-0.041149575
4/18/2005,1142.619995,1148.920044,1139.800049,1145.97998,1145.97998,2180670000,-0.057182031
4/19/2005,1145.97998,1154.670044,1145.97998,1152.780029,1152.780029,2142700000,-0.054409583
4/20/2005,1152.780029,1155.5,1136.150024,1137.5,1137.5,2217050000,-0.048798611
4/21/2005,1137.5,1159.949951,1137.5,1159.949951,1159.949951,2308560000,-0.061406728
4/22/2005,1159.949951,1159.949951,1142.949951,1152.119995,1152.119995,2045880000,-0.042882444
4/25/2005,1152.119995,1164.050049,1152.119995,1162.099976,1162.099976,1795030000,-0.04934323
4/26/2005,1162.099976,1164.800049,1151.829956,1151.829956,1151.829956,1959740000,-0.041108379
4/27/2005,1151.73999,1159.869995,1144.420044,1156.380005,1156.380005,2151520000,-0.049656786
4/28/2005,1156.380005,1156.380005,1143.219971,1143.219971,1143.219971,2182270000,-0.045828138
4/29/2005,1143.219971,1156.969971,1139.189941,1156.849976,1156.849976,2362360000,-0.056686968
5/2/2005,1156.849976,1162.869995,1154.709961,1162.160034,1162.160034,1980040000,-0.045440348
5/3/2005,1162.160034,1166.890015,1156.709961,1161.170044,1161.170044,2167020000,-0.041058823
5/4/2005,1161.170044,1176.01001,1161.170044,1175.650024,1175.650024,2306480000,-0.0418757
5/5/2005,1175.650024,1178.619995,1166.77002,1172.630005,1172.630005,1997100000,-0.029927733
5/6/2005,1172.630005,1177.75,1170.5,1171.349976,1171.349976,1707200000,-0.032419663
5/9/2005,1171.349976,1178.869995,1169.380005,1178.839966,1178.839966,1857020000,-0.033475862
5/10/2005,1178.839966,1178.839966,1162.97998,1166.219971,1166.219971,1889660000,-0.027295594
5/11/2005,1166.219971,1171.77002,1157.709961,1171.109985,1171.109985,1834970000,-0.037708819
5/12/2005,1171.109985,1173.369995,1157.76001,1159.359985,1159.359985,1995290000,-0.033673887
5/13/2005,1159.359985,1163.75,1146.180054,1154.050049,1154.050049,2188590000,-0.043369246
5/16/2005,1154.050049,1165.75,1153.640015,1165.689941,1165.689941,1856860000,-0.047750671
5/17/2005,1165.689941,1174.349976,1159.859985,1173.800049,1173.800049,1887260000,-0.038146166
5/18/2005,1173.800049,1187.900024,1173.800049,1185.560059,1185.560059,2266320000,-0.031454216
5/19/2005,1185.560059,1191.089966,1184.48999,1191.079956,1191.079956,1775860000,-0.021750597
5/20/2005,1191.079956,1191.219971,1185.189941,1189.280029,1189.280029,1631750000,-0.017195926
5/23/2005,1189.280029,1197.439941,1188.76001,1193.859985,1193.859985,1681170000,-0.018681113
5/24/2005,1193.859985,1195.290039,1189.869995,1194.069946,1194.069946,1681000000,-0.014902022
5/25/2005,1194.069946,1194.069946,1185.959961,1190.01001,1190.01001,1742180000,-0.014728775
5/26/2005,1190.01001,1198.949951,1190.01001,1197.619995,1197.619995,1654110000,-0.018078778
5/27/2005,1197.619995,1199.560059,1195.280029,1198.780029,1198.780029,1381430000,-0.011799499
5/31/2005,1198.780029,1198.780029,1191.5,1191.5,1191.5,1840680000,-0.010842312
6/1/2005,1191.5,1205.640015,1191.030029,1202.219971,1202.219971,1810100000,-0.016849333
6/2/2005,1202.27002,1204.670044,1198.420044,1204.290039,1204.290039,1813790000,-0.007962591
6/3/2005,1204.290039,1205.089966,1194.550049,1196.02002,1196.02002,1627520000,-0.006295799
6/6/2005,1196.02002,1198.780029,1192.75,1197.51001,1197.51001,1547120000,-0.013119697
6/7/2005,1197.51001,1208.849976,1197.26001,1197.26001,1197.26001,1851370000,-0.011890251
6/8/2005,1197.26001,1201.969971,1193.329956,1194.670044,1194.670044,1715490000,-0.012096536
6/9/2005,1194.670044,1201.859985,1191.089966,1200.930054,1200.930054,1824120000,-0.014233612
6/10/2005,1200.930054,1202.790039,1192.640015,1198.109985,1198.109985,1664180000,-0.009068247
6/13/2005,1198.109985,1206.030029,1194.51001,1200.819946,1200.819946,1661350000,-0.01139519
6/14/2005,1200.819946,1207.530029,1200.180054,1203.910034,1203.910034,1698150000,-0.009159101
6/15/2005,1203.910034,1208.079956,1198.660034,1206.579956,1206.579956,1840440000,-0.006609355
6/16/2005,1206.550049,1212.099976,1205.469971,1210.959961,1210.959961,1776040000,-0.004430981
6/17/2005,1210.930054,1219.550049,1210.930054,1216.959961,1216.959961,2407370000,-0.000816877
6/20/2005,1216.959961,1219.099976,1210.650024,1216.099976,1216.099976,1714530000,0.004158622
6/21/2005,1216.099976,1217.130005,1211.859985,1213.609985,1213.609985,1720700000,0.003449016
6/22/2005,1213.609985,1219.589966,1211.689941,1213.880005,1213.880005,1823250000,0.001394433
6/23/2005,1213.880005,1216.449951,1200.719971,1200.72998,1200.72998,2029920000,0.001617236
6/24/2005,1200.72998,1200.900024,1191.449951,1191.569946,1191.569946,2418800000,-0.009233335
6/27/2005,1191.569946,1194.329956,1188.300049,1190.689941,1190.689941,1738620000,-0.016791618
6/28/2005,1190.689941,1202.540039,1190.689941,1201.569946,1201.569946,1772410000,-0.017517742
6/29/2005,1201.569946,1204.069946,1198.699951,1199.849976,1199.849976,1769280000,-0.008540248
6/30/2005,1199.849976,1203.27002,1190.51001,1191.329956,1191.329956,2109490000,-0.009959459
7/1/2005,1191.329956,1197.890015,1191.329956,1194.439941,1194.439941,1593820000,-0.016989642
7/5/2005,1194.439941,1206.339966,1192.48999,1204.98999,1204.98999,1805820000,-0.014423479
7/6/2005,1204.98999,1206.109985,1194.780029,1194.939941,1194.939941,1883470000,-0.005718244
7/7/2005,1194.939941,1198.459961,1183.550049,1197.869995,1197.869995,1952440000,-0.01401091
7/8/2005,1197.869995,1212.72998,1197.199951,1211.859985,1211.859985,1900810000,-0.011593214
7/11/2005,1211.859985,1220.030029,1211.859985,1219.439941,1219.439941,1846300000,-4.95569E-05
7/12/2005,1219.439941,1225.540039,1216.599976,1222.209961,1222.209961,1932010000,0.006204945
7/13/2005,1222.209961,1224.459961,1219.640015,1223.290039,1223.290039,1812500000,0.008490591
7/14/2005,1223.290039,1233.160034,1223.290039,1226.5,1226.5,2048710000,0.009381803
7/15/2005,1226.5,1229.530029,1223.5,1227.920044,1227.920044,1716400000,0.01203046
7/18/2005,1227.920044,1227.920044,1221.130005,1221.130005,1221.130005,1582100000,0.013202191
7/19/2005,1221.130005,1230.339966,1221.130005,1229.349976,1229.349976,2041280000,0.007599479
7/20/2005,1229.349976,1236.560059,1222.910034,1235.199951,1235.199951,2063340000,0.014382081
7/21/2005,1235.199951,1235.829956,1224.699951,1227.040039,1227.040039,2129840000,0.019209111
7/22/2005,1227.040039,1234.189941,1226.150024,1233.680054,1233.680054,1766990000,0.012476066
7/25/2005,1233.680054,1238.359985,1228.150024,1229.030029,1229.030029,1717580000,0.017954988
7/26/2005,1229.030029,1234.420044,1229.030029,1231.160034,1231.160034,1934180000,0.014118081
7/27/2005,1231.160034,1237.640015,1230.150024,1236.790039,1236.790039,1945800000,0.015875627
7/28/2005,1236.790039,1245.150024,1235.810059,1243.719971,1243.719971,2001680000,0.020521152
7/29/2005,1243.719971,1245.040039,1234.180054,1234.180054,1234.180054,1789600000,0.026239295
8/1/2005,1234.180054,1239.099976,1233.800049,1235.349976,1235.349976,1716870000,0.018367557
8/2/2005,1235.349976,1244.689941,1235.349976,1244.119995,1244.119995,2043120000,0.019332902
8/3/2005,1244.119995,1245.859985,1240.569946,1245.040039,1245.040039,1999980000,0.026569369
